company,product_name,etc_option,pretax_rate,aftertax_rate,highest_prefer,restriction,inter_calcul
인성저축은행,회전정기예금,,3.50%,2.96%,3.50%,제한없음,단리
대명상호저축은행,E-플러스 정기예금,,3.45%,2.92%,3.45%,제한없음,복리
웰컴저축은행,e-정기예금,,3.45%,2.92%,3.45%,제한없음,단리
웰컴저축은행,e-정기예금,,3.45%,2.92%,3.45%,제한없음,복리
웰컴저축은행,m-정기예금,,3.45%,2.92%,3.45%,제한없음,복리
웰컴저축은행,m-정기예금,,3.45%,2.92%,3.45%,제한없음,단리
스카이저축은행,비대면회전정기예금,,3.45%,2.92%,3.45%,제한없음,단리
스카이저축은행,비대면회전정기예금,,3.45%,2.92%,3.45%,제한없음,복리
솔브레인저축은행,정기예금,,3.45%,2.92%,3.45%,제한없음,복리
솔브레인저축은행,정기예금,,3.45%,2.92%,3.45%,제한없음,단리
민국저축은행,정기예금,,3.35%,2.83%,3.45%,제한없음,복리
민국저축은행,정기예금,,3.35%,2.83%,3.45%,제한없음,단리
웰컴저축은행,정기예금,,3.45%,2.92%,3.45%,제한없음,복리
웰컴저축은행,정기예금,,3.45%,2.92%,3.45%,제한없음,단리
오성저축은행,정기예금,,3.45%,2.92%,3.45%,제한없음,복리
오성저축은행,정기예금,,3.45%,2.92%,3.45%,제한없음,단리
대명상호저축은행,정기예금,,3.45%,2.92%,3.45%,제한없음,복리
한화저축은행,한화자동연장정기예금,,3.45%,2.92%,3.45%,제한없음,복리
한화저축은행,한화자동연장정기예금,,3.45%,2.92%,3.45%,제한없음,단리
오성저축은행,회전식정기예금,,3.45%,2.92%,3.45%,제한없음,복리
오성저축은행,회전식정기예금,,3.45%,2.92%,3.45%,제한없음,단리
스카이저축은행,회전정기예금,,3.45%,2.92%,3.45%,제한없음,복리
스카이저축은행,회전정기예금,,3.45%,2.92%,3.45%,제한없음,단리
IBK저축은행,참기특한정기예금,,3.41%,2.88%,3.41%,제한없음,단리
IBK저축은행,참기특한정기예금,,3.41%,2.88%,3.41%,제한없음,복리
대명상호저축은행,E-플러스 정기예금,,3.40%,2.88%,3.40%,제한없음,단리
KB저축은행,KB e-plus 정기예금,,3.40%,2.88%,3.40%,제한없음,단리
KB저축은행,KB e-plus 정기예금,,3.40%,2.88%,3.40%,제한없음,복리
모아저축은행,e-모아 정기예금,,3.40%,2.88%,3.40%,제한없음,단리
모아저축은행,e-모아 정기예금,,3.40%,2.88%,3.40%,제한없음,복리
신한저축은행,e-정기예금,,3.40%,2.88%,3.40%,제한없음,단리
신한저축은행,e-정기예금,,3.40%,2.88%,3.40%,제한없음,복리
신한저축은행,s-정기예금,,3.40%,2.88%,3.40%,제한없음,단리
신한저축은행,s-정기예금,,3.40%,2.88%,3.40%,제한없음,복리
엔에이치저축은행,비대면 정기예금,,3.40%,2.88%,3.40%,제한없음,복리
엔에이치저축은행,비대면 정기예금,,3.40%,2.88%,3.40%,제한없음,단리
OSB저축은행,인터넷정기예금,,3.40%,2.88%,3.40%,제한없음,복리
OSB저축은행,인터넷정기예금,,3.40%,2.88%,3.40%,제한없음,단리
동원제일저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,단리
OSB저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,복리
OSB저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,단리
동원제일저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,복리
신한저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,단리
신한저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,복리
KB저축은행,정기예금,,3.30%,2.79%,3.40%,제한없음,복리
KB저축은행,정기예금,,3.30%,2.79%,3.40%,제한없음,단리
대명상호저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,단리
부림저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,복리
부림저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,단리
모아저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,복리
모아저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,단리
키움저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,단리
키움저축은행,정기예금,,3.40%,2.88%,3.40%,제한없음,복리
페퍼저축은행,페퍼루 중도해지 Free정기예금 ★추천상품★,,3.40%,2.88%,3.40%,제한없음,복리
한화저축은행,한화가족사랑정기예금,,3.40%,2.88%,3.40%,제한없음,단리
한화저축은행,한화가족사랑정기예금,,3.40%,2.88%,3.40%,제한없음,복리
스카이저축은행,b-정기예금,,3.35%,2.83%,3.35%,제한없음,복리
스카이저축은행,b-정기예금,,3.35%,2.83%,3.35%,제한없음,단리
솔브레인저축은행,e-정기예금,,3.35%,2.83%,3.35%,제한없음,복리
솔브레인저축은행,e-정기예금,,3.35%,2.83%,3.35%,제한없음,단리
스카이저축은행,e-정기예금,,3.35%,2.83%,3.35%,제한없음,복리
스카이저축은행,e-정기예금,,3.35%,2.83%,3.35%,제한없음,단리
스카이저축은행,정기예금,,3.35%,2.83%,3.35%,제한없음,복리
스카이저축은행,정기예금,,3.35%,2.83%,3.35%,제한없음,단리
평택저축은행,정기예금 - 모바일,,3.35%,2.83%,3.35%,제한없음,복리
조흥저축은행,e-정기예금,,3.30%,2.79%,3.30%,제한없음,복리
조흥저축은행,e-정기예금,,3.30%,2.79%,3.30%,제한없음,단리
대아상호저축은행,정기예금,,3.30%,2.79%,3.30%,제한없음,단리
대아상호저축은행,정기예금,,3.30%,2.79%,3.30%,제한없음,복리
평택저축은행,정기예금 - 모바일,,3.30%,2.79%,3.30%,제한없음,단리
대원저축은행,정기예금,,3.24%,2.74%,3.24%,제한없음,복리
하나저축은행,1Q 비대면정기예금,,3.20%,2.71%,3.20%,제한없음,복리
하나저축은행,1Q 비대면정기예금,,3.20%,2.71%,3.20%,제한없음,단리
하나저축은행,정기예금,,3.10%,2.62%,3.20%,제한없음,복리
하나저축은행,정기예금,,3.10%,2.62%,3.20%,제한없음,단리
엔에이치저축은행,정기예금,,3.20%,2.71%,3.20%,제한없음,복리
엔에이치저축은행,정기예금,,3.20%,2.71%,3.20%,제한없음,단리
키움예스저축은행,정기예금,,3.20%,2.71%,3.20%,제한없음,단리
키움예스저축은행,정기예금,,3.20%,2.71%,3.20%,제한없음,복리
대원저축은행,정기예금,,3.20%,2.71%,3.20%,제한없음,단리
상상인저축은행,뱅뱅뱅 파킹통장 369 정기예금,,2.21%,1.87%,2.21%,제한없음,복리
상상인저축은행,비대면 파킹통장 369 정기예금,,2.21%,1.87%,2.21%,제한없음,복리
상상인플러스저축은행,크크크 파킹통장 369정기예금,,2.21%,1.87%,2.21%,제한없음,복리
상상인저축은행,파킹통장 369 정기예금E,,2.21%,1.87%,2.21%,제한없음,복리
상상인플러스저축은행,중도해지 괜찮아 369정기예금,,2.11%,1.79%,2.11%,제한없음,복리
상상인저축은행,파킹통장 369 정기예금,,2.11%,1.79%,2.11%,제한없음,복리
머스트삼일저축은행,자유적립예금,,1.60%,1.35%,1.60%,제한없음,단리
전북은행,JB 123 정기예금,,3.25%,2.75%,3.60%,제한없음,단리
수협은행,Sh첫만남우대예금,,2.55%,2.16%,3.60%,제한없음,단리
농협은행주식회사,NH고향사랑기부예금,,2.75%,2.33%,3.55%,제한없음,단리
경남은행,The든든예금,,2.35%,1.99%,3.50%,제한없음,단리
아이엠뱅크,iM함께예금,,3.05%,2.58%,3.50%,제한없음,단리
제주은행,J정기예금,,2.60%,2.20%,3.45%,제한없음,단리
수협은행,Sh해양플라스틱Zero!예금,,3.10%,2.62%,3.45%,제한없음,단리
신한은행,신한My플러스 정기예금,,2.60%,2.20%,3.45%,제한없음,단리
농협은행주식회사,NH올원e예금,,3.42%,2.89%,3.42%,제한없음,단리
농협은행주식회사,NH왈츠회전예금 II,,3.32%,2.81%,3.42%,제한없음,단리
우리은행,WON플러스예금,,3.37%,2.85%,3.37%,제한없음,단리
전북은행,JB 다이렉트예금통장,,3.35%,2.83%,3.35%,제한없음,단리
국민은행,KB Star 정기예금,,2.50%,2.12%,3.35%,제한없음,단리
한국스탠다드차타드은행,e-그린세이브예금,,3.05%,2.58%,3.35%,제한없음,단리
아이엠뱅크,iM스마트예금,,3.10%,2.62%,3.35%,제한없음,단리
신한은행,쏠편한 정기예금,,2.60%,2.20%,3.35%,제한없음,단리
하나은행,하나의정기예금,,2.60%,2.20%,3.35%,제한없음,단리
광주은행,굿스타트예금,,2.81%,2.38%,3.31%,제한없음,단리
광주은행,The플러스예금,,3.30%,2.79%,3.30%,제한없음,단리
경남은행,BNK주거래우대정기예금,,2.95%,2.50%,3.25%,제한없음,단리
광주은행,미즈월복리정기예금,,3.01%,2.55%,3.21%,제한없음,복리
한국산업은행,KDB 정기예금,,3.20%,2.71%,3.20%,제한없음,단리
부산은행,LIVE정기예금,,2.75%,2.33%,3.20%,제한없음,단리
제주은행,스마일드림 ,,2.45%,2.07%,3.20%,제한없음,단리
주식회사 케이뱅크,코드K 정기예금,,3.20%,2.71%,3.20%,제한없음,단리
경남은행,BNK더조은정기예금,,2.65%,2.24%,3.15%,제한없음,단리
농협은행주식회사,NH내가Green초록세상예금,,2.75%,2.33%,3.15%,제한없음,단리
광주은행,스마트모아Dream정기예금,,2.91%,2.46%,3.11%,제한없음,단리
주식회사 카카오뱅크,카카오뱅크 정기예금,,3.10%,2.62%,3.10%,제한없음,단리
제주은행,제주Dream,,2.85%,2.41%,2.95%,제한없음,단리
수협은행,Sh평생주거래우대예금,,2.40%,2.03%,2.80%,제한없음,단리
부산은행,BNK아기천사적금,자유적립식,2.00%,1.69%,8.00%,제한없음,단리
국민은행,KB차차차 적금,자유적립식,2.50%,2.12%,8.00%,제한없음,단리
중소기업은행,IBK탄소제로적금(자유적립식),자유적립식,3.00%,2.54%,7.00%,제한없음,단리
제주은행,MZ 플랜적금,자유적립식,3.60%,3.05%,5.60%,제한없음,단리
제주은행,jbank 저금통적금,자유적립식,3.25%,2.75%,5.35%,제한없음,단리
경남은행,BNK 위더스자유적금,자유적립식,2.55%,2.16%,5.05%,제한없음,단리
제주은행,탐이나요적금,자유적립식,2.30%,1.95%,5.00%,제한없음,단리
경남은행,주거래 프리미엄 적금,정액적립식,3.30%,2.79%,4.90%,제한없음,단리
중소기업은행,IBK D-day적금(자유적립식),자유적립식,3.30%,2.79%,4.80%,제한없음,단리
광주은행,여행스케치_남도투어적금,정액적립식,2.80%,2.37%,4.70%,제한없음,단리
국민은행,KB반려행복적금,자유적립식,3.00%,2.54%,4.50%,제한없음,단리
광주은행,여행스케치_남도투어적금,자유적립식,2.60%,2.20%,4.50%,제한없음,단리
아이엠뱅크,내가만든 보너스적금,자유적립식,3.65%,3.09%,4.45%,제한없음,단리
주식회사 케이뱅크,주거래우대 자유적금,자유적립식,3.70%,3.13%,4.30%,제한없음,단리
하나은행,주거래하나 월복리적금,자유적립식,3.30%,2.79%,4.30%,제한없음,복리
신한은행,신한 알.쏠 적금,자유적립식,2.90%,2.45%,4.20%,제한없음,단리
우리은행,우리SUPER주거래적금,정액적립식,2.80%,2.37%,4.20%,제한없음,단리
광주은행,해피라이프_여행스케치적금V,정액적립식,3.00%,2.54%,4.20%,제한없음,단리
경남은행,BNK더조은자유적금,자유적립식,3.45%,2.92%,4.15%,제한없음,단리
농협은행주식회사,NH고향사랑기부적금,자유적립식,3.15%,2.66%,4.15%,제한없음,단리
경남은행,행복 DREAM 적금,정액적립식,3.15%,2.66%,4.15%,제한없음,단리
수협은행,Sh해양플라스틱Zero!적금,정액적립식,3.50%,2.96%,4.00%,제한없음,단리
우리은행,우리SUPER주거래적금,자유적립식,2.60%,2.20%,4.00%,제한없음,단리
광주은행,해피라이프_여행스케치적금V,자유적립식,2.80%,2.37%,4.00%,제한없음,단리
우리은행,WON적금,정액적립식,3.70%,3.13%,3.90%,제한없음,단리
우리은행,WON적금,자유적립식,3.70%,3.13%,3.90%,제한없음,단리
아이엠뱅크,내손안에 적금,정액적립식,3.31%,2.80%,3.86%,제한없음,단리
농협은행주식회사,NH내가Green초록세상적금,자유적립식,2.85%,2.41%,3.85%,제한없음,단리
광주은행,VIP플러스적금,정액적립식,3.30%,2.79%,3.80%,제한없음,단리
주식회사 케이뱅크,코드K 자유적금,자유적립식,3.80%,3.21%,3.80%,제한없음,단리
아이엠뱅크,iM스마트적금,자유적립식,3.30%,2.79%,3.75%,제한없음,단리
주식회사 카카오뱅크,카카오뱅크 자유적금,자유적립식,3.50%,2.96%,3.70%,제한없음,단리
부산은행,펫 적금,정액적립식,2.80%,2.37%,3.70%,제한없음,단리
국민은행,KB국민프리미엄적금(정액),정액적립식,2.75%,2.33%,3.65%,제한없음,단리
수협은행,Sh해양플라스틱Zero!적금,자유적립식,3.15%,2.66%,3.65%,제한없음,단리
부산은행,펫 적금,자유적립식,2.70%,2.28%,3.60%,제한없음,단리
전북은행,JB 다이렉트적금(정액적립식),정액적립식,3.45%,2.92%,3.55%,제한없음,단리
광주은행,VIP플러스적금,자유적립식,3.00%,2.54%,3.50%,제한없음,단리
토스뱅크 주식회사,토스뱅크 자유 적금,자유적립식,3.00%,2.54%,3.50%,제한없음,단리
전북은행,JB 다이렉트적금(자유적립식),자유적립식,3.35%,2.83%,3.45%,제한없음,단리
부산은행,저탄소 실천 적금,자유적립식,3.00%,2.54%,3.40%,제한없음,단리
국민은행,KB맑은하늘적금,자유적립식,2.55%,2.16%,3.35%,제한없음,단리
한국스탠다드차타드은행,퍼스트가계적금,정액적립식,3.30%,2.79%,3.30%,제한없음,단리
부산은행,BNK내맘대로 적금,자유적립식,3.00%,2.54%,3.20%,제한없음,단리
한국스탠다드차타드은행,퍼스트가계적금,자유적립식,3.15%,2.66%,3.15%,제한없음,단리
하나은행,내맘적금,정액적립식,2.60%,2.20%,3.10%,제한없음,단리
한국산업은행,KDB 자유적금,자유적립식,3.05%,2.58%,3.05%,제한없음,단리
수협은행,Sh월복리자유적금,자유적립식,2.20%,1.86%,2.90%,제한없음,복리
하나은행,내맘적금,자유적립식,2.30%,1.95%,2.80%,제한없음,단리
한국산업은행,KDB 기업정기적금,정액적립식,2.45%,2.07%,2.45%,제한없음,단리
웰컴저축은행,웰뱅 라이킷(LIKIT) 적금,자유적립식,2.00%,1.69%,14.00%,제한없음,단리
웰컴저축은행,WELCOME 아이사랑 정기적금,정액적립식,1.00%,0.85%,10.00%,제한없음,단리
웰컴저축은행,웰뱅 워킹 적금,정액적립식,1.00%,0.85%,10.00%,제한없음,단리
웰컴저축은행,WELCOME 첫거래우대 e정기적금,정액적립식,3.70%,3.13%,7.00%,제한없음,단리
웰컴저축은행,WELCOME 첫거래우대 m정기적금,정액적립식,3.70%,3.13%,7.00%,제한없음,단리
고려저축은행,마이버킷 정기적금,정액적립식,4.00%,3.38%,7.00%,제한없음,단리
디비저축은행,M-With 유 정기적금(모바일),정액적립식,4.00%,3.38%,6.50%,제한없음,복리
디비저축은행,M-With 유 정기적금(모바일),정액적립식,4.00%,3.38%,6.50%,제한없음,단리
웰컴저축은행,웰컴 페이적금,정액적립식,1.00%,0.85%,6.50%,제한없음,단리
하나저축은행,정기적금,정액적립식,3.90%,3.30%,6.30%,제한없음,복리
하나저축은행,정기적금,정액적립식,3.90%,3.30%,6.30%,제한없음,단리
웰컴저축은행,웰뱅 든든적금,정액적립식,2.00%,1.69%,6.00%,제한없음,단리
웰컴저축은행,웰뱅하자 정기적금,정액적립식,1.00%,0.85%,5.50%,제한없음,단리
KB저축은행,KB착한누리적금,정액적립식,4.50%,3.81%,5.00%,제한없음,단리
KB저축은행,KB착한누리적금,정액적립식,4.50%,3.81%,5.00%,제한없음,복리
애큐온저축은행,다모아자유적금2,자유적립식,2.50%,2.12%,5.00%,제한없음,단리
애큐온저축은행,다모아자유적금2,자유적립식,2.50%,2.12%,5.00%,제한없음,복리
세람저축은행,착한운전정기적금,정액적립식,4.00%,3.38%,5.00%,제한없음,단리
세람저축은행,행복나눔정기적금,정액적립식,4.00%,3.38%,5.00%,제한없음,단리
웰컴저축은행,WELCOME 디딤돌적금,정액적립식,3.10%,2.62%,4.80%,제한없음,단리
청주저축은행,펫팸정기적금_천안지점,정액적립식,4.50%,3.81%,4.70%,제한없음,단리
청주저축은행,정기적금,정액적립식,4.30%,3.64%,4.50%,제한없음,단리
청주저축은행,정기적금(온라인),정액적립식,4.10%,3.47%,4.50%,제한없음,단리
동원제일저축은행,정기적금,정액적립식,4.40%,3.72%,4.40%,제한없음,단리
동원제일저축은행,정기적금,정액적립식,4.40%,3.72%,4.40%,제한없음,복리
오투저축은행,E-정기적금,정액적립식,4.30%,3.64%,4.30%,제한없음,단리
오투저축은행,E-정기적금,정액적립식,4.30%,3.64%,4.30%,제한없음,복리
키움예스저축은행,SB톡톡 키워드림 정기적금 (비대면),정액적립식,4.30%,3.64%,4.30%,제한없음,단리
오투저축은행,비대면 정기적금,정액적립식,4.30%,3.64%,4.30%,제한없음,복리
오투저축은행,비대면 정기적금,정액적립식,4.30%,3.64%,4.30%,제한없음,단리
인천저축은행,생일축하플러스정기적금,정액적립식,4.30%,3.64%,4.30%,제한없음,단리
키움예스저축은행,"키워드림 e-정기적금 (인터넷뱅킹, 스마트뱅킹)",정액적립식,4.30%,3.64%,4.30%,제한없음,단리
디비저축은행,M-정기적금(모바일),정액적립식,4.20%,3.55%,4.20%,제한없음,단리
디비저축은행,M-정기적금(모바일),정액적립식,4.20%,3.55%,4.20%,제한없음,복리
영진저축은행,SB톡톡-정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,복리
영진저축은행,SB톡톡-정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,단리
영진저축은행,e-정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,단리
영진저축은행,e-정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,복리
영진저축은행,m-정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,단리
영진저축은행,m-정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,복리
엔에이치저축은행,비대면정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,단리
조흥저축은행,정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,단리
엔에이치저축은행,정기적금,정액적립식,4.10%,3.47%,4.20%,제한없음,단리
영진저축은행,정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,단리
영진저축은행,정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,복리
CK저축은행,정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,단리
CK저축은행,정기적금,자유적립식,4.20%,3.55%,4.20%,제한없음,단리
CK저축은행,정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,복리
CK저축은행,정기적금,자유적립식,4.20%,3.55%,4.20%,제한없음,복리
CK저축은행,"정기적금(인터넷,모바일,비대면)",정액적립식,4.20%,3.55%,4.20%,제한없음,단리
CK저축은행,"정기적금(인터넷,모바일,비대면)",자유적립식,4.20%,3.55%,4.20%,제한없음,단리
CK저축은행,"정기적금(인터넷,모바일,비대면)",정액적립식,4.20%,3.55%,4.20%,제한없음,복리
CK저축은행,"정기적금(인터넷,모바일,비대면)",자유적립식,4.20%,3.55%,4.20%,제한없음,복리
키움예스저축은행,키워드림 정기적금,정액적립식,4.20%,3.55%,4.20%,제한없음,단리
디비저축은행,E-정기적금(인터넷),정액적립식,4.10%,3.47%,4.10%,제한없음,복리
디비저축은행,E-정기적금(인터넷),정액적립식,4.10%,3.47%,4.10%,제한없음,단리
다올저축은행,Fi 정기적금 (대면),정액적립식,4.10%,3.47%,4.10%,제한없음,단리
다올저축은행,Fi 정기적금 (비대면),정액적립식,4.10%,3.47%,4.10%,제한없음,단리
아산저축은행,SB톡톡-정기예금,자유적립식,4.10%,3.47%,4.10%,제한없음,복리
아산저축은행,SB톡톡-정기예금,자유적립식,4.10%,3.47%,4.10%,제한없음,단리
키움저축은행,SB톡톡정기적금 (비대면),정액적립식,4.10%,3.47%,4.10%,제한없음,단리
키움저축은행,"e-plus 정기적금 (인터넷뱅킹,스마트뱅킹)",정액적립식,4.10%,3.47%,4.10%,제한없음,단리
대신저축은행,스마트정기적금,정액적립식,4.10%,3.47%,4.10%,제한없음,단리
부림저축은행,아이사랑 정기적금,정액적립식,4.10%,3.47%,4.10%,제한없음,단리
대명상호저축은행,자유적립식예금,자유적립식,4.10%,3.47%,4.10%,제한없음,단리
대명상호저축은행,자유적립식예금,자유적립식,4.10%,3.47%,4.10%,제한없음,복리
IBK저축은행,참똑똑한IBK저축은행정기적금(비대면),정액적립식,4.10%,3.47%,4.10%,제한없음,복리
IBK저축은행,참똑똑한IBK저축은행정기적금(비대면),정액적립식,4.10%,3.47%,4.10%,제한없음,단리
IBK저축은행,참똑똑한IBK저축은행정기적금정기적금(인터넷뱅킹),정액적립식,4.10%,3.47%,4.10%,제한없음,단리
IBK저축은행,참똑똑한IBK저축은행정기적금정기적금(인터넷뱅킹),정액적립식,4.10%,3.47%,4.10%,제한없음,복리
아산저축은행,SB톡톡-정기예금,정액적립식,4.07%,3.44%,4.07%,제한없음,복리
하나저축은행,1Q비대면정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,단리
하나저축은행,1Q비대면정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,복리
디비저축은행,M-Dream Big 자유적금 (모바일),자유적립식,3.60%,3.05%,4.00%,제한없음,복리
아산저축은행,SB톡톡-정기예금,정액적립식,4.00%,3.38%,4.00%,제한없음,단리
아산저축은행,SB톡톡-정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,단리
인천저축은행,e-보다정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,단리
금화저축은행,e-정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,단리
아산저축은행,e-정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,단리
인성저축은행,e-정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,단리
남양저축은행,e-정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,단리
유니온저축은행,e-정기적금,자유적립식,4.00%,3.38%,4.00%,제한없음,복리
유니온저축은행,e-정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,복리
유니온저축은행,e-정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,단리
유니온저축은행,e-정기적금,자유적립식,4.00%,3.38%,4.00%,제한없음,단리
참저축은행,e-정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,단리
조흥저축은행,e-정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,단리
금화저축은행,e-행복더드림정기적금,정액적립식,4.00%,3.38%,4.00%,제한없음,단리
웰컴저축은행,e정기적금,정액적립식,3.20%,2.71%,4.00%,제한없음,단리
웰컴저축은행,m정기적금,정액적립식,3.20%,2.71%,4.00%,제한없음,단리
